sr,Model,Specifications,Processor,RAM,Storage,version,graphics card,Name,Cprice
295,Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11,AMD Ryzen 5 7530U,8GB,512 GB SSD,Win11,,Lenovo ThinkBook 15 G5 21JF002PIN Laptop,
296,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home,Intel Core Ultra 7,32GB,2TB SSD,Win11 Home,,HP Spectre x360 16-aa0665TU Laptop,
297,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),12th Gen Core i5/ 16GB/ 1TB SSD/ Win11,12th Gen Core i5,16GB,1TB SSD,Win11,,Acer Aspire Lite AL15-52 15 Laptop,
298,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home,Intel Core Ultra 7,32GB,1TB SSD,Win11 Home,,HP Spectre x360 14-eu0666TU Laptop,
299,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home,Intel Core Ultra 7,32GB,1TB SSD,Win11 Home,,HP Spectre x360 14-eu0556TU Laptop,
300,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,14th Gen Core i7,16GB,1TB SSD,Win11 Home,8GB Graph,HP Omen 16-wf1026TX Gaming Laptop,
301,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home,Intel Celeron N100,8 GB,256 GB SSD,Win11 Home,,Chuwi Gemibook X Pro Laptop,
302,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home,11th Gen Core i5,16GB,512GB SSD,Win11 Home,,Asus VivoBook 14 X1400EA-EK543WS Notebook,
303,Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11,6GB Graph,Acer Nitro V 15 ANV15-51 Gaming Laptop,
304,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),13th Gen Core i3/ 8GB/ 512GB SSD/ Win11,13th Gen Core i3,8GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 82X60013IN Laptop,
305,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),10th Gen Core i5/ 16GB/ 512GB SSD/ Win11,10th Gen Core i5,16GB,512GB SSD,Win11,,Chuwi CoreBook X Laptop,
306,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home,AMD Ryzen 5 5500U,8GB,256GB SSD,Win11 Home,,Avita Liber Liber E AM14A2INL54F Laptop,
307,Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home,Celeron N4020,8GB,256GB SSD,Win11 Home,,Ultimus Lite NU14U3INC54BN Laptop,
308,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro,Intel Core i5,8GB,1TB SSD,Win10 Pro,,Lenovo ThinkPad X1 Fold Gen 1 Laptop,
309,Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop,
310,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,13th Gen Core i5,16GB,1TB SSD,Win11,6GB Graph,Dell G15-5530 Gaming Laptop,
311,Dell ?G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i9,16GB,1TB SSD,Win11,8GB Graph,Dell ?G16 7630 Gaming Laptop,
312,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 5 7530U,8GB,512GB SSD,Win11 Home,,HP Envy x360 15-fh0014AU Laptop,
313,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 83ER008DIN Laptop,
314,Infinix INBook Y2 Plus XL29 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home,11th Gen Core i3,8GB,512GB SSD,Win 11 Home,,Infinix INBook Y2 Plus XL29 Laptop,
315,HP Omen 16-wf0054TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i7,16GB,512GB SSD,Win11 Home,8GB Graph,HP Omen 16-wf0054TX Gaming Laptop,
316,MSI Prestige 13 AI Evo A1M Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home),Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home,Intel Core Ultra 7,16GB,512GB SSD,Win11 Home,,MSI Prestige 13 AI Evo A1M Laptop,
317,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i3,8GB,512GB SSD,Win11 Home,,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop,
318,Asus Zenbook 14 OLED UX3405 Laptop (Intel Core Ultra 9 / 16GB/ 512GB SSD/ Win11 Home),Intel Core Ultra 9 / 16GB/ 512GB SSD/ Win11 Home,Intel Core Ultra 9,16GB,512GB SSD,Win11 Home,,Asus Zenbook 14 OLED UX3405 Laptop,
319,Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph,Intel Core Ultra 9,32GB,2TB SSD,Win11 Home,8GB Graph,Acer Predator Triton Neo 16 Laptop,
320,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),11th Gen Core i5/ 8GB/ 512GB SSD/ DOS,11th Gen Core i5,8GB,512GB SSD,DOS,,Lenovo V14 82KAA0AMIH Laptop,
321,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,11th Gen Core i5,8GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 82H803HQIN Laptop,
322,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11,11th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 82H803LKIN Laptop,
323,Lenovo V14 82KAA01QIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home,11th Gen Core i5,8GB,512GB SSD,Win10 Home,,Lenovo V14 82KAA01QIH Laptop,
324,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home),AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home,AMD Ryzen 5 5500U,16GB,512GB SSD,Win11 Home,,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop,
325,Asus Chromebook CX3402CBA-PQ0173 Laptop (12th Gen Core i3/ 8GB/ 128GB EMMC/ Chrome OS),12th Gen Core i3/ 8GB/ 128GB EMMC/ Chrome OS,12th Gen Core i3,8GB,128GB EMMC,Chrome OS,,Asus Chromebook CX3402CBA-PQ0173 Laptop,
326,Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics,AMD Ryzen 7 8845HS,16GB,1TB SSD,Win11,8GB Graphics,Acer Nitro V16 Gaming Laptop,
327,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i7,16GB,1TB 256GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UC-1494IN Gaming Laptop,
328,Huawei Qingyun L540 Laptop (Kirin 9006C/ 16GB/ 512GB SSD/ Kirin OS),Kirin 9006C/ 16GB/ 512GB SSD/ Kirin OS,Kirin 9006C,16GB,512GB SSD,Kirin OS,,Huawei Qingyun L540 Laptop,
329,Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,13th Gen Core i5,16GB,1TB SSD,Win11 Home,,Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop,
330,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i7,16GB,512GB SSD,Win11 Home,,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop,
331,Huawei MateBook 14s 2023 Laptop (13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home),13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home,13th Gen Core i9,16GB RAM,1TB SSD,Win11 Home,,Huawei MateBook 14s 2023 Laptop,
332,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)","AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11","AMD Ryzen R3-7320U,",8GB,512GB SSD,Win11,,Dell Inspiron 3535 Laptop,
333,Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home,Celeron N4020,8GB,256GB SSD,Win11 Home,,Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop,
334,Acer Aspire 5 A515-58P Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,13th Gen Core i3,8GB,512GB SSD,Win11 Home,,Acer Aspire 5 A515-58P Gaming Laptop,
335,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home,AMD Ryzen 7 5700U,16GB,512GB SSD,Win11 Home,,HP 15s-EQ2084AU Laptop,
336,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop,
337,Lenovo Ideapad Slim 5 82XF0078IN Laptop (13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11,13th Gen Core i7,16 GB RAM,1 TB SSD,Win 11,,Lenovo Ideapad Slim 5 82XF0078IN Laptop,
338,Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),13th Gen Core i3/ 8GB/ 512GB SSD/ Win11,13th Gen Core i3,8GB,512GB SSD,Win11,,Dell Inspiron 7430 14 2 in 1 Laptop,
339,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),12th Gen Core i5/ 16GB/ 1TB SSD/ Win11,12th Gen Core i5,16GB,1TB SSD,Win11,,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop,
340,Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11,13th Gen Core i5,16 GB RAM,1TB SSD,Win 11,,Lenovo Ideapad Slim 5 82XD006GIN Laptop,
341,Jio JioBook Cloud Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),Octa Core/ 4GB/ 64GB eMMC/ JioOS,Octa Core,4GB,64GB eMMC,JioOS,,Jio JioBook Cloud Laptop,
342,Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu,11th Gen Core i3,8GB,512GB SSD,Ubuntu,,Dell Latitude 3520 DLCK3520BL Laptop,
343,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop,
344,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,12th Gen Core i5,8GB,512GB SSD,DOS,,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop,
345,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),11th Gen Core i3/ 8GB/ 256GB SSD/ Win11,11th Gen Core i3,8GB,256GB SSD,Win11,,Lenovo IdeaPad Slim 3 82H803U0IN Laptop,
346,MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph,13th Gen Core i9,64GB,4TB SSD,Win11 Pro,12GB Graph,MSI CreatorPro X17 HX A13VKS-249IN Laptop,
347,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home,Intel Core i3 N305,8GB,512GB SSD,Win11 Home,,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop,
348,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),11th Gen Core i5/ 16GB/ 1TB SSD/ Win11,11th Gen Core i5,16GB,1TB SSD,Win11,,Acer Aspire Lite 15 AL15-51 2023 Laptop,
349,Lenovo Thinkpad P16s 21BTS0DG00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro,12th Gen Core i7,16GB,1TB SSD,Win11 Pro,,Lenovo Thinkpad P16s 21BTS0DG00 Laptop,
350,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro,13th Gen Core i7,16GB,1TB SSD,Win11 Pro,,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop,
351,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i3,8GB,512GB SSD,Win11 Home,,Avita Liber AM15A2INT56F Laptop,
352,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Acer Aspire Lite AL15-52 Laptop,
353,Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Acer Aspire Lite AL15-52 2023 Laptop,
354,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),Celeron N4020/ 8GB/256GB SSD/ Win11 Home,Celeron N4020,8GB,256GB SSD,Win11 Home,,Avita Pura S101 Laptop,
355,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),Apple M3 Pro/ 36GB/ 512GB SSD/ macOS,Apple M3 Pro,36GB,512GB SSD,macOS,,Apple MacBook Pro 16 2023 Laptop,
356,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),Apple M3/ 8GB/ 1TB SSD/ macOS,Apple M3,8GB,1TB SSD,macOS,,Apple MacBook Pro 14 2023 Laptop,
357,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),Apple M3 Pro/ 18GB/ 1TB SSD/ macOS,Apple M3 Pro,18GB,1TB SSD,macOS,,Apple MacBook Pro 14 2023 Laptop,
358,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple M3 Pro/ 18GB/ 512GB SSD/ macOS,Apple M3 Pro,18GB,512GB SSD,macOS,,Apple MacBook Pro 16 2023 Laptop,
359,Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple M3 Max/ 36GB/ 1TB SSD/ macOS,Apple M3 Max,36GB,1TB SSD,macOS,,Apple MacBook Pro 14 2023 Laptop,
360,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i5,8GB,512GB SSD,Win11 Home,,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop,
361,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,11th Gen Core i5,16GB,512GB SSD,Win11 Home,,HP 15s-fq2510tu Laptop,
362,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home,13th Gen Core i7,16GB,1TB SSD,Win11 Home,,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop,
363,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 5 7535HS,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop,
364,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop,
365,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 5 5500H,8GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop,
366,Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home,Celeron N4020,8GB,512GB SSD,Win11 Home,,Avita Pura S102 Laptop,
367,HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,13th Gen Core i7,16GB,512GB SSD,Win11 Home,,HP Spectre x360 14-ef2036TU Laptop,
368,HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,AMD Ryzen 7 7840HS,16GB,1TB SSD,Win11,6GB Graph,HP Omen 16-xd0005AX Gaming Laptop,
369,HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,HP ProBook 440 G9 821M3PA Laptop,
370,Dell Latitude 3540 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro),13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro,13th Gen Core i5,8GB,256GB SSD,Win11 Pro,,Dell Latitude 3540 Laptop,
371,Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),11th Gen Core i5/ 8GB/ 1TB SSD/ Win11,11th Gen Core i5,8GB,1TB SSD,Win11,,Acer Aspire Lite AL15-51 15 2023 Laptop,
372,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i3,8GB,512GB SSD,Win11 Home,,HP 15s-FR5012TU Laptop,
373,Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,12th Gen Core i5,8GB,512GB SSD,DOS,,Lenovo S14 Gen 3 82TW000VIH Laptop,
374,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11 Home,6GB Graph,HP Victus 15-fa1134TX Laptop,
375,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home,10th Gen Core i5,8GB,512GB SSD,Win 11 Home,,Infinix INBook Y1 Plus 15 XL28 Laptop,
376,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11,12th Gen Core i5,8GB RAM,256 GB SSD,Win 11,,Microsoft Surface Laptop Go 3 XK1-00045,
377,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,13th Gen Core i5,16GB,512GB SSD,Win11 Home,,Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop,
378,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,HP Victus 15-FA1098TX Laptop,
379,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11,AMD Ryzen 5 5500U,16GB,1TB SSD,Win11,,Acer Aspire Lite AL15-41 Laptop,
380,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,13th Gen Core i5,8GB,512GB SSD,Win11,,Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop,
381,Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11 Home,6GB Graph,Gigabyte G5 MF-E2IN313SHLaptop,
382,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 7535HS,8GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fb1002AX Gaming Laptop,
383,HP Pavilion Plus ?16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics,13th Gen Core i7,16GB,1TB SSD,Win 11,6GB Graphics,HP Pavilion Plus ?16-ab0456TX Laptop,
384,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11,AMD Ryzen 7 5700U,16GB,512GB SSD,Win11,,HP 15s-er2004AU Laptop,
385,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop,
